id,grado,nivel,scores,tiempo,resultado,juego
57399,5,2,12,40,NO APRENDIO,1
57400,5,2,5,50,NO APRENDIO,1
57401,1,1,17,45,NO APRENDIO,1
57402,1,3,19,33,APRENDIO,1
57403,2,3,9,9,APRENDIO,1
57404,6,3,9,47,NO APRENDIO,1
57405,4,2,2,36,NO APRENDIO,1
57406,1,3,16,42,NO APRENDIO,1
57407,3,1,17,13,NO APRENDIO,1
57408,1,1,19,40,NO APRENDIO,1
57409,4,1,20,24,NO APRENDIO,1
57410,5,2,14,29,NO APRENDIO,1
57411,3,2,17,4,APRENDIO,1
57412,6,2,22,3,APRENDIO,1
57413,5,1,22,35,NO APRENDIO,1
57414,2,1,2,41,NO APRENDIO,1
57415,1,2,28,5,APRENDIO,1
57416,2,2,3,16,APRENDIO,1
57417,5,3,12,43,NO APRENDIO,1
57418,5,1,1,10,APRENDIO,1
57419,2,2,17,35,NO APRENDIO,1
57420,4,2,13,18,APRENDIO,1
57421,5,3,28,9,NO APRENDIO,1
57422,1,3,20,39,NO APRENDIO,1
57423,1,2,23,35,NO APRENDIO,1
57424,4,3,27,15,NO APRENDIO,1
57425,6,2,29,23,NO APRENDIO,1
57426,4,1,12,36,NO APRENDIO,1
57427,4,1,3,49,NO APRENDIO,1
57428,5,2,17,49,NO APRENDIO,1
57429,4,1,30,23,NO APRENDIO,1
57430,5,3,7,26,APRENDIO,1
57431,4,1,12,1,APRENDIO,1
57432,1,1,7,37,NO APRENDIO,1
57433,5,2,22,26,NO APRENDIO,1
57434,6,2,17,28,NO APRENDIO,1
57435,6,1,27,41,NO APRENDIO,1
57436,3,3,29,18,NO APRENDIO,1
57437,3,1,8,45,NO APRENDIO,1
57438,1,1,29,33,NO APRENDIO,1
57439,4,1,2,43,NO APRENDIO,1
57440,5,2,2,19,APRENDIO,1
57441,6,2,23,18,APRENDIO,1
57442,5,1,5,29,NO APRENDIO,1
57443,2,3,28,23,NO APRENDIO,1
57444,3,3,27,26,NO APRENDIO,1
57445,6,2,15,4,APRENDIO,1
57446,4,1,29,47,NO APRENDIO,1
57447,3,3,2,28,APRENDIO,1
57448,4,1,5,48,NO APRENDIO,1
57449,4,1,19,36,NO APRENDIO,1
57450,3,1,16,21,NO APRENDIO,1
57451,2,2,3,29,NO APRENDIO,1
57452,1,3,29,36,NO APRENDIO,1
57453,1,1,17,41,NO APRENDIO,1
57454,1,1,4,11,APRENDIO,1
57455,5,1,25,35,NO APRENDIO,1
57456,1,1,4,34,NO APRENDIO,1
57457,3,1,20,30,NO APRENDIO,1
57458,6,3,20,3,APRENDIO,1
57459,3,2,30,12,NO APRENDIO,1
57460,4,1,23,28,NO APRENDIO,1
57461,5,1,6,11,APRENDIO,1
57462,3,2,18,14,APRENDIO,1
57463,6,3,22,20,APRENDIO,1
57464,3,2,12,25,APRENDIO,1
57465,1,1,15,13,NO APRENDIO,1
57466,1,3,3,5,APRENDIO,1
57467,2,2,16,15,APRENDIO,1
57468,1,1,21,24,NO APRENDIO,1
57469,2,1,12,22,NO APRENDIO,1
57470,6,2,16,20,APRENDIO,1
57471,4,3,13,30,APRENDIO,1
57472,5,2,21,7,APRENDIO,1
57473,3,3,12,7,APRENDIO,1
57474,6,3,29,7,NO APRENDIO,1
57475,1,3,17,39,NO APRENDIO,1
57476,6,3,17,47,NO APRENDIO,1
57477,5,1,7,9,APRENDIO,1
57478,1,3,9,45,NO APRENDIO,1
57479,4,3,6,11,APRENDIO,1
57480,6,1,11,6,APRENDIO,1
57481,4,1,18,41,NO APRENDIO,1
57482,5,3,13,27,APRENDIO,1
57483,5,2,5,15,APRENDIO,1
57484,6,2,25,36,NO APRENDIO,1
57485,2,2,29,18,NO APRENDIO,1
57486,1,1,3,28,NO APRENDIO,1
57487,2,3,15,25,APRENDIO,1
57488,2,1,23,32,NO APRENDIO,1
57489,6,1,3,35,NO APRENDIO,1
57490,5,3,3,45,NO APRENDIO,1
57491,5,3,6,39,NO APRENDIO,1
57492,5,2,13,10,APRENDIO,1
57493,4,3,20,19,APRENDIO,1
57494,2,3,28,8,NO APRENDIO,1
57495,4,1,6,1,APRENDIO,1
57496,5,1,12,11,APRENDIO,1
57497,4,2,21,35,NO APRENDIO,1
57498,2,2,25,14,APRENDIO,1
57499,2,1,30,2,NO APRENDIO,1
57500,4,2,15,30,NO APRENDIO,1
57501,2,3,25,42,NO APRENDIO,1
57502,3,2,2,8,APRENDIO,1
57503,6,1,1,14,APRENDIO,1
57504,1,2,22,21,APRENDIO,1
57505,1,3,22,20,APRENDIO,1
57506,4,1,9,7,APRENDIO,1
57507,6,2,1,43,NO APRENDIO,1
57508,4,2,26,41,NO APRENDIO,1
57509,6,1,8,30,NO APRENDIO,1
57510,5,1,11,14,APRENDIO,1
57511,2,1,29,23,NO APRENDIO,1
57512,6,1,4,48,NO APRENDIO,1
57513,3,3,3,47,NO APRENDIO,1
57514,4,2,9,8,APRENDIO,1
57515,2,2,5,13,APRENDIO,1
57516,5,2,3,11,APRENDIO,1
57517,5,3,8,50,NO APRENDIO,1
57518,5,1,30,47,NO APRENDIO,1
57519,2,3,18,9,APRENDIO,1
57520,4,3,8,4,APRENDIO,1
57521,2,2,29,36,NO APRENDIO,1
57522,3,2,5,9,APRENDIO,1
57523,2,1,25,14,NO APRENDIO,1
57524,6,3,17,47,NO APRENDIO,1
57525,5,3,2,15,APRENDIO,1
57526,6,1,4,47,NO APRENDIO,1
57527,4,1,3,27,NO APRENDIO,1
57528,4,1,24,40,NO APRENDIO,1
57529,2,1,14,27,NO APRENDIO,1
57530,6,2,11,3,APRENDIO,1
57531,4,2,26,16,APRENDIO,1
57532,1,1,7,22,NO APRENDIO,1
57533,6,1,20,35,NO APRENDIO,1
57534,4,1,11,44,NO APRENDIO,1
57535,5,1,19,1,NO APRENDIO,1
57536,6,2,2,11,APRENDIO,1
57537,5,3,24,22,NO APRENDIO,1
57538,1,3,9,30,APRENDIO,1
57539,3,3,9,21,APRENDIO,1
57540,1,3,11,30,APRENDIO,1
57541,6,3,28,4,NO APRENDIO,1
57542,2,1,20,30,NO APRENDIO,1
57543,6,1,14,24,NO APRENDIO,1
57544,1,1,28,46,NO APRENDIO,1
57545,3,2,12,9,APRENDIO,1
57546,3,2,5,39,NO APRENDIO,1
57547,1,2,25,38,NO APRENDIO,1
57548,1,2,23,48,NO APRENDIO,1
57549,4,3,12,40,NO APRENDIO,1
57550,2,2,22,7,APRENDIO,1
57551,2,2,24,5,APRENDIO,1
57552,3,2,12,15,APRENDIO,1
57553,6,3,3,50,NO APRENDIO,1
57554,1,3,27,9,NO APRENDIO,1
57555,3,2,6,37,NO APRENDIO,1
57556,4,1,23,26,NO APRENDIO,1
57557,3,3,14,35,APRENDIO,1
57558,6,3,14,12,APRENDIO,1
57559,6,3,22,15,APRENDIO,1
57560,6,3,7,9,APRENDIO,1
57561,5,2,16,2,APRENDIO,1
57562,3,3,24,45,NO APRENDIO,1
57563,3,1,26,4,NO APRENDIO,1
57564,2,3,29,24,NO APRENDIO,1
57565,2,1,3,6,APRENDIO,1
57566,1,1,10,9,APRENDIO,1
57567,1,3,15,33,APRENDIO,1
57568,6,2,8,41,NO APRENDIO,1
57569,2,3,14,29,APRENDIO,1
57570,3,3,11,45,NO APRENDIO,1
57571,1,3,26,32,NO APRENDIO,1
57572,4,2,4,25,APRENDIO,1
57573,3,3,21,5,APRENDIO,1
57574,1,3,12,18,APRENDIO,1
57575,6,2,19,27,NO APRENDIO,1
57576,6,3,12,30,APRENDIO,1
57577,4,2,16,17,APRENDIO,1
57578,6,1,25,39,NO APRENDIO,1
57579,1,3,26,44,NO APRENDIO,1
57580,2,2,23,18,APRENDIO,1
57581,4,2,24,16,APRENDIO,1
57582,6,1,1,40,NO APRENDIO,1
57583,6,3,14,24,APRENDIO,1
57584,4,1,30,25,NO APRENDIO,1
57585,5,2,6,30,NO APRENDIO,1
57586,4,3,25,10,NO APRENDIO,1
57587,3,3,10,8,APRENDIO,1
57588,3,1,6,49,NO APRENDIO,1
57589,6,1,22,17,NO APRENDIO,1
57590,2,1,6,40,NO APRENDIO,1
57591,4,1,18,36,NO APRENDIO,1
57592,2,1,19,40,NO APRENDIO,1
57593,6,2,2,27,NO APRENDIO,1
57594,5,3,22,25,APRENDIO,1
57595,6,2,21,42,NO APRENDIO,1
57596,2,2,12,9,APRENDIO,1
57597,6,3,16,37,NO APRENDIO,1
57598,5,2,12,21,APRENDIO,1
57599,5,2,18,19,APRENDIO,1
57600,6,1,25,35,NO APRENDIO,1
57601,5,1,28,34,NO APRENDIO,1
57602,5,2,19,14,APRENDIO,1
57603,3,1,23,6,NO APRENDIO,1
57604,6,3,19,21,APRENDIO,1
57605,6,1,9,11,APRENDIO,1
57606,6,1,1,15,APRENDIO,1
57607,4,1,10,46,NO APRENDIO,1
57608,4,1,14,29,NO APRENDIO,1
57609,2,2,21,39,NO APRENDIO,1
57610,1,2,18,39,NO APRENDIO,1
57611,2,2,9,24,APRENDIO,1
57612,3,3,29,27,NO APRENDIO,1
57613,2,3,27,40,NO APRENDIO,1
57614,4,1,2,4,APRENDIO,1
57615,6,1,19,19,NO APRENDIO,1
57616,2,3,29,44,NO APRENDIO,1
57617,3,3,29,3,NO APRENDIO,1
57618,4,1,5,22,NO APRENDIO,1
57619,5,2,23,34,NO APRENDIO,1
57620,2,2,21,8,APRENDIO,1
57621,2,2,5,35,NO APRENDIO,1
57622,2,1,5,32,NO APRENDIO,1
57623,1,1,3,42,NO APRENDIO,1
57624,2,2,14,40,NO APRENDIO,1
57625,5,1,1,32,NO APRENDIO,1
57626,4,2,26,38,NO APRENDIO,1
57627,3,2,10,39,NO APRENDIO,1
57628,4,1,15,18,NO APRENDIO,1
57629,1,3,3,38,NO APRENDIO,1
57630,2,3,23,16,NO APRENDIO,1
57631,6,1,4,35,NO APRENDIO,1
57632,3,1,22,36,NO APRENDIO,1
57633,3,1,25,6,NO APRENDIO,1
57634,3,2,16,34,NO APRENDIO,1
57635,3,1,25,17,NO APRENDIO,1
57636,5,2,5,36,NO APRENDIO,1
57637,2,2,20,2,APRENDIO,1
57638,3,1,16,48,NO APRENDIO,1
57639,6,1,5,20,NO APRENDIO,1
57640,6,2,3,44,NO APRENDIO,1
57641,6,2,10,13,APRENDIO,1
57642,4,3,18,7,APRENDIO,1
57643,4,1,9,19,NO APRENDIO,1
57644,1,3,1,42,NO APRENDIO,1
57645,1,1,16,35,NO APRENDIO,1
57646,2,1,9,49,NO APRENDIO,1
57647,3,3,15,13,APRENDIO,1
57648,2,1,13,19,NO APRENDIO,1
57649,5,2,8,3,APRENDIO,1
57650,1,1,28,11,NO APRENDIO,1
57651,2,1,20,6,NO APRENDIO,1
57652,5,3,24,5,NO APRENDIO,1
57653,2,1,7,37,NO APRENDIO,1
57654,6,2,16,50,NO APRENDIO,1
57655,2,1,6,22,NO APRENDIO,1
57656,1,2,22,35,NO APRENDIO,1
57657,6,3,13,6,APRENDIO,1
57658,1,2,4,37,NO APRENDIO,1
57659,5,1,1,4,APRENDIO,1
57660,2,3,23,25,NO APRENDIO,1
57661,5,1,18,45,NO APRENDIO,1
57662,2,1,2,9,APRENDIO,1
57663,4,1,18,4,NO APRENDIO,1
57664,6,1,19,36,NO APRENDIO,1
57665,1,3,6,22,APRENDIO,1
57666,3,1,21,40,NO APRENDIO,1
57667,2,1,8,39,NO APRENDIO,1
57668,6,3,29,9,NO APRENDIO,1
57669,1,1,3,50,NO APRENDIO,1
57670,5,1,14,49,NO APRENDIO,1
57671,3,2,29,17,NO APRENDIO,1
57672,6,3,25,9,NO APRENDIO,1
57673,6,2,12,46,NO APRENDIO,1
57674,1,1,21,20,NO APRENDIO,1
57675,6,3,10,9,APRENDIO,1
57676,3,3,13,8,APRENDIO,1
57677,4,3,15,20,APRENDIO,1
57678,3,2,1,26,NO APRENDIO,1
57679,6,2,1,6,APRENDIO,1
57680,3,1,9,27,NO APRENDIO,1
57681,1,2,13,41,NO APRENDIO,1
57682,5,1,13,5,NO APRENDIO,1
57683,3,3,18,11,APRENDIO,1
57684,3,2,13,10,APRENDIO,1
57685,3,1,10,1,APRENDIO,1
57686,3,3,6,22,APRENDIO,1
57687,5,3,9,16,APRENDIO,1
57688,3,3,17,25,APRENDIO,1
57689,2,2,12,2,APRENDIO,1
57690,2,2,2,8,APRENDIO,1
57691,5,2,21,8,APRENDIO,1
57692,2,3,20,32,APRENDIO,1
57693,3,2,7,3,APRENDIO,1
57694,1,1,19,19,NO APRENDIO,1
57695,4,2,19,18,APRENDIO,1
57696,5,1,21,21,NO APRENDIO,1
57697,2,1,29,14,NO APRENDIO,1
57698,4,3,24,7,NO APRENDIO,1
57699,1,2,13,16,APRENDIO,1
57700,5,1,9,7,APRENDIO,1
57701,1,1,24,14,NO APRENDIO,1
57702,2,2,27,34,NO APRENDIO,1
57703,1,2,25,18,APRENDIO,1
57704,1,1,29,43,NO APRENDIO,1
57705,4,3,8,44,NO APRENDIO,1
57706,2,2,13,38,NO APRENDIO,1
57707,6,3,27,37,NO APRENDIO,1
57708,3,3,18,11,APRENDIO,1
57709,3,2,13,44,NO APRENDIO,1
57710,5,3,20,26,APRENDIO,1
57711,5,3,7,37,NO APRENDIO,1
57712,2,3,7,18,APRENDIO,1
57713,4,3,25,5,NO APRENDIO,1
57714,6,2,8,31,NO APRENDIO,1
57715,5,1,6,11,APRENDIO,1
57716,6,3,29,3,NO APRENDIO,1
57717,2,2,27,23,APRENDIO,1
57718,3,3,5,40,NO APRENDIO,1
57719,5,1,14,24,NO APRENDIO,1
57720,4,1,4,15,APRENDIO,1
57721,6,3,16,15,APRENDIO,1
57722,5,1,23,20,NO APRENDIO,1
57723,6,1,6,35,NO APRENDIO,1
57724,3,1,26,3,NO APRENDIO,1
57725,3,2,13,27,NO APRENDIO,1
57726,3,2,19,3,APRENDIO,1
57727,1,1,21,27,NO APRENDIO,1
57728,4,2,1,24,APRENDIO,1
57729,5,3,17,36,NO APRENDIO,1
57730,3,2,7,34,NO APRENDIO,1
57731,5,2,9,5,APRENDIO,1
57732,1,1,5,48,NO APRENDIO,1
57733,4,2,16,11,APRENDIO,1
57734,4,2,3,25,APRENDIO,1
57735,6,1,24,40,NO APRENDIO,1
57736,6,3,7,11,APRENDIO,1
57737,2,1,29,41,NO APRENDIO,1
57738,5,1,9,9,APRENDIO,1
57739,1,1,11,33,NO APRENDIO,1
57740,4,1,4,11,APRENDIO,1
57741,2,3,25,15,NO APRENDIO,1
57742,4,2,13,30,NO APRENDIO,1
57743,6,2,24,1,APRENDIO,1
57744,6,1,15,5,NO APRENDIO,1
57745,5,3,22,40,NO APRENDIO,1
57746,1,2,19,2,APRENDIO,1
57747,5,1,2,36,NO APRENDIO,1
57748,2,2,2,37,NO APRENDIO,1
57749,5,1,9,47,NO APRENDIO,1
57750,6,3,16,18,APRENDIO,1
57751,3,3,8,28,APRENDIO,1
57752,3,3,19,49,NO APRENDIO,1
57753,2,1,23,17,NO APRENDIO,1
57754,2,2,17,39,NO APRENDIO,1
57755,4,3,7,14,APRENDIO,1
57756,3,1,13,4,NO APRENDIO,1
57757,4,3,19,47,NO APRENDIO,1
57758,1,2,28,15,APRENDIO,1
57759,2,3,8,5,APRENDIO,1
57760,2,3,5,13,APRENDIO,1
57761,4,2,5,4,APRENDIO,1
57762,1,1,8,50,NO APRENDIO,1
57763,6,3,25,1,NO APRENDIO,1
57764,4,1,3,27,NO APRENDIO,1
57765,4,1,15,13,NO APRENDIO,1
57766,6,2,29,39,NO APRENDIO,1
57767,4,3,12,6,APRENDIO,1
57768,5,2,30,8,NO APRENDIO,1
57769,2,1,24,11,NO APRENDIO,1
57770,5,2,12,32,NO APRENDIO,1
57771,3,2,30,40,NO APRENDIO,1
57772,6,2,22,16,APRENDIO,1
57773,1,3,18,8,APRENDIO,1
57774,2,3,26,34,NO APRENDIO,1
57775,1,1,15,3,NO APRENDIO,1
57776,1,1,19,15,NO APRENDIO,1
57777,3,3,24,6,NO APRENDIO,1
57778,5,1,12,38,NO APRENDIO,1
57779,1,3,9,10,APRENDIO,1
57780,5,3,6,33,APRENDIO,1
57781,6,3,2,46,NO APRENDIO,1
57782,4,3,20,40,NO APRENDIO,1
57783,4,2,28,1,APRENDIO,1
57784,2,2,24,14,APRENDIO,1
57785,4,2,7,17,APRENDIO,1
57786,1,3,1,41,NO APRENDIO,1
57787,6,1,26,47,NO APRENDIO,1
57788,2,1,16,33,NO APRENDIO,1
57789,5,1,14,32,NO APRENDIO,1
57790,5,3,7,29,APRENDIO,1
57791,1,3,3,12,APRENDIO,1
57792,2,2,9,13,APRENDIO,1
57793,2,1,9,36,NO APRENDIO,1
57794,1,2,24,32,NO APRENDIO,1
57795,6,2,5,22,APRENDIO,1
57796,4,3,6,26,APRENDIO,1
57797,4,3,4,45,NO APRENDIO,1
57798,4,1,18,5,NO APRENDIO,1
57799,6,1,6,45,NO APRENDIO,1
57800,1,1,2,19,NO APRENDIO,1
57801,6,2,6,31,NO APRENDIO,1
57802,5,1,8,37,NO APRENDIO,1
57803,2,1,30,26,NO APRENDIO,1
57804,6,1,28,31,NO APRENDIO,1
57805,6,1,15,22,NO APRENDIO,1
57806,4,2,28,12,APRENDIO,1
57807,5,1,8,29,NO APRENDIO,1
57808,4,3,5,11,APRENDIO,1
57809,2,2,13,1,APRENDIO,1
57810,1,1,23,13,NO APRENDIO,1
57811,1,1,12,17,NO APRENDIO,1
57812,5,2,22,26,NO APRENDIO,1
57813,4,2,15,19,APRENDIO,1
57814,2,1,22,34,NO APRENDIO,1
57815,5,1,16,45,NO APRENDIO,1
57816,3,3,28,15,NO APRENDIO,1
57817,5,3,17,4,APRENDIO,1
57818,4,3,2,25,APRENDIO,1
57819,2,2,7,24,APRENDIO,1
57820,4,2,2,7,APRENDIO,1
57821,4,3,12,21,APRENDIO,1
57822,5,1,30,19,NO APRENDIO,1
57823,6,2,5,17,APRENDIO,1
57824,5,2,15,5,APRENDIO,1
57825,4,1,19,8,NO APRENDIO,1
57826,3,3,10,48,NO APRENDIO,1
57827,4,2,21,48,NO APRENDIO,1
57828,3,1,11,43,NO APRENDIO,1
57829,4,3,6,34,APRENDIO,1
57830,6,2,27,29,NO APRENDIO,1
57831,4,3,21,24,APRENDIO,1
57832,4,1,12,38,NO APRENDIO,1
57833,2,3,19,29,APRENDIO,1
57834,6,3,2,10,APRENDIO,1
57835,3,1,20,30,NO APRENDIO,1
57836,4,1,1,40,NO APRENDIO,1
57837,6,3,15,12,APRENDIO,1
57838,6,3,25,37,NO APRENDIO,1
57839,1,3,2,25,APRENDIO,1
57840,4,3,7,49,NO APRENDIO,1
57841,3,1,16,49,NO APRENDIO,1
57842,4,2,2,49,NO APRENDIO,1
57843,1,2,10,44,NO APRENDIO,1
57844,2,3,2,22,APRENDIO,1
57845,4,1,25,49,NO APRENDIO,1
57846,2,2,17,36,NO APRENDIO,1
57847,5,2,12,28,NO APRENDIO,1
57848,3,3,21,50,NO APRENDIO,1
57849,4,1,18,1,NO APRENDIO,1
57850,5,1,1,28,NO APRENDIO,1
57851,6,1,25,40,NO APRENDIO,1
57852,5,2,25,8,APRENDIO,1
57853,1,3,9,24,APRENDIO,1
57854,1,1,8,48,NO APRENDIO,1
57855,3,3,15,42,NO APRENDIO,1
57856,5,3,4,13,APRENDIO,1
57857,5,3,20,28,APRENDIO,1
57858,6,1,8,35,NO APRENDIO,1
57859,2,1,27,24,NO APRENDIO,1
57860,4,3,2,33,APRENDIO,1
57861,6,3,17,18,APRENDIO,1
57862,2,2,14,43,NO APRENDIO,1
57863,6,2,5,21,APRENDIO,1
57864,5,3,1,23,APRENDIO,1
57865,4,3,27,13,NO APRENDIO,1
57866,3,3,15,1,APRENDIO,1
57867,4,3,30,12,NO APRENDIO,1
57868,4,2,6,8,APRENDIO,1
57869,4,2,5,27,NO APRENDIO,1
57870,5,3,10,25,APRENDIO,1
57871,4,3,1,9,APRENDIO,1
57872,2,3,20,29,APRENDIO,1
57873,5,1,20,37,NO APRENDIO,1
57874,1,1,10,25,NO APRENDIO,1
57875,2,1,18,3,NO APRENDIO,1
57876,2,1,25,35,NO APRENDIO,1
57877,2,1,1,14,APRENDIO,1
57878,1,2,7,39,NO APRENDIO,1
57879,6,2,11,9,APRENDIO,1
57880,1,3,19,43,NO APRENDIO,1
57881,1,3,29,46,NO APRENDIO,1
57882,2,1,28,14,NO APRENDIO,1
57883,2,3,2,32,APRENDIO,1
57884,1,3,28,36,NO APRENDIO,1
57885,3,3,5,42,NO APRENDIO,1
57886,3,1,9,30,NO APRENDIO,1
57887,1,2,1,38,NO APRENDIO,1
57888,5,2,28,27,NO APRENDIO,1
57889,1,2,27,21,APRENDIO,1
57890,1,3,15,37,NO APRENDIO,1
57891,2,3,18,20,APRENDIO,1
57892,3,2,14,27,NO APRENDIO,1
57893,1,1,30,41,NO APRENDIO,1
57894,4,2,11,10,APRENDIO,1
57895,5,2,25,18,APRENDIO,1
57896,5,1,23,1,NO APRENDIO,1
57897,2,2,18,28,NO APRENDIO,1
57898,3,1,24,2,NO APRENDIO,1
57899,4,1,8,3,APRENDIO,1
57900,1,2,20,16,APRENDIO,1
57901,4,3,8,50,NO APRENDIO,1
57902,6,1,1,37,NO APRENDIO,1
57903,3,1,28,47,NO APRENDIO,1
57904,2,3,22,41,NO APRENDIO,1
57905,5,1,4,47,NO APRENDIO,1
57906,5,1,6,23,NO APRENDIO,1
57907,3,3,10,14,APRENDIO,1
57908,1,1,18,35,NO APRENDIO,1
57909,3,1,11,26,NO APRENDIO,1
57910,5,2,25,44,NO APRENDIO,1
57911,2,2,2,12,APRENDIO,1
57912,6,3,17,12,APRENDIO,1
57913,6,3,1,16,APRENDIO,1
57914,4,1,10,14,APRENDIO,1
57915,5,1,9,29,NO APRENDIO,1
57916,4,1,27,12,NO APRENDIO,1
57917,1,1,11,32,NO APRENDIO,1
57918,2,3,22,45,NO APRENDIO,1
57919,2,3,18,11,APRENDIO,1
57920,3,3,23,33,NO APRENDIO,1
57921,4,1,26,20,NO APRENDIO,1
57922,6,2,11,16,APRENDIO,1
57923,6,3,5,31,APRENDIO,1
57924,3,3,18,11,APRENDIO,1
57925,6,2,15,32,NO APRENDIO,1
57926,6,1,2,49,NO APRENDIO,1
57927,5,1,27,5,NO APRENDIO,1
57928,5,2,19,22,APRENDIO,1
57929,5,2,22,32,NO APRENDIO,1
57930,5,3,2,25,APRENDIO,1
57931,2,3,26,19,NO APRENDIO,1
57932,2,3,17,26,APRENDIO,1
57933,4,1,12,6,APRENDIO,1
57934,6,3,12,3,APRENDIO,1
57935,2,1,24,10,NO APRENDIO,1
57936,6,3,16,14,APRENDIO,1
57937,4,3,8,36,NO APRENDIO,1
57938,1,2,8,48,NO APRENDIO,1
57939,6,1,23,39,NO APRENDIO,1
57940,1,1,11,20,NO APRENDIO,1
57941,3,1,19,30,NO APRENDIO,1
57942,6,1,26,38,NO APRENDIO,1
57943,4,1,19,49,NO APRENDIO,1
57944,3,1,23,5,NO APRENDIO,1
57945,6,2,3,29,NO APRENDIO,1
57946,3,1,19,19,NO APRENDIO,1
57947,5,2,4,11,APRENDIO,1
57948,4,1,18,1,NO APRENDIO,1
57949,1,2,7,1,APRENDIO,1
57950,3,1,17,45,NO APRENDIO,1
57951,5,2,7,33,NO APRENDIO,1
57952,3,2,8,49,NO APRENDIO,1
57953,6,1,7,47,NO APRENDIO,1
57954,2,3,9,47,NO APRENDIO,1
57955,4,3,29,38,NO APRENDIO,1
57956,1,3,15,42,NO APRENDIO,1
57957,4,1,15,25,NO APRENDIO,1
57958,5,1,11,11,APRENDIO,1
57959,4,2,24,9,APRENDIO,1
57960,6,2,20,32,NO APRENDIO,1
57961,2,1,23,20,NO APRENDIO,1
57962,3,1,2,36,NO APRENDIO,1
57963,3,2,30,11,NO APRENDIO,1
57964,5,2,17,17,APRENDIO,1
57965,5,3,3,28,APRENDIO,1
57966,6,3,4,20,APRENDIO,1
57967,3,3,25,41,NO APRENDIO,1
57968,2,3,3,38,NO APRENDIO,1
57969,4,1,22,4,NO APRENDIO,1
57970,1,2,6,18,APRENDIO,1
57971,6,1,9,23,NO APRENDIO,1
57972,3,2,3,6,APRENDIO,1
57973,6,3,23,43,NO APRENDIO,1
57974,6,3,16,21,APRENDIO,1
57975,3,3,29,14,NO APRENDIO,1
57976,3,2,29,24,NO APRENDIO,1
57977,1,1,26,4,NO APRENDIO,1
57978,1,3,8,11,APRENDIO,1
57979,5,1,16,20,NO APRENDIO,1
57980,2,1,8,29,NO APRENDIO,1
57981,4,3,20,46,NO APRENDIO,1
57982,1,3,16,4,APRENDIO,1
57983,6,1,17,32,NO APRENDIO,1
57984,3,1,2,18,NO APRENDIO,1
57985,1,3,30,27,NO APRENDIO,1
57986,3,3,9,9,APRENDIO,1
57987,5,1,30,32,NO APRENDIO,1
57988,6,3,30,7,NO APRENDIO,1
57989,4,1,26,29,NO APRENDIO,1
57990,5,2,16,27,NO APRENDIO,1
57991,3,3,25,5,NO APRENDIO,1
57992,4,2,2,45,NO APRENDIO,1
57993,4,2,7,45,NO APRENDIO,1
57994,2,1,29,46,NO APRENDIO,1
57995,1,1,7,45,NO APRENDIO,1
57996,5,2,13,5,APRENDIO,1
57997,2,3,2,1,APRENDIO,1
57998,1,2,24,39,NO APRENDIO,1
57999,4,1,29,49,NO APRENDIO,1
58000,5,3,13,9,APRENDIO,1
58001,1,3,3,39,NO APRENDIO,1
58002,4,2,5,46,NO APRENDIO,1
58003,5,3,3,18,APRENDIO,1
58004,3,2,18,30,NO APRENDIO,1
58005,3,3,30,3,NO APRENDIO,1
58006,4,2,1,26,NO APRENDIO,1
58007,5,1,16,13,NO APRENDIO,1
58008,3,3,9,24,APRENDIO,1
58009,5,2,11,33,NO APRENDIO,1
58010,5,3,4,20,APRENDIO,1
58011,1,2,26,33,NO APRENDIO,1
58012,2,3,7,30,APRENDIO,1
58013,1,2,12,16,APRENDIO,1
58014,3,1,24,29,NO APRENDIO,1
58015,1,3,20,38,NO APRENDIO,1
58016,4,1,14,28,NO APRENDIO,1
58017,4,3,28,7,NO APRENDIO,1
58018,3,1,26,37,NO APRENDIO,1
58019,2,3,21,18,APRENDIO,1
58020,3,2,10,37,NO APRENDIO,1
58021,2,2,22,19,APRENDIO,1
58022,6,3,10,39,NO APRENDIO,1
58023,1,1,27,6,NO APRENDIO,1
58024,5,1,10,35,NO APRENDIO,1
58025,5,3,11,45,NO APRENDIO,1
58026,3,3,13,12,APRENDIO,1
58027,4,3,27,39,NO APRENDIO,1
58028,2,1,13,18,NO APRENDIO,1
58029,2,3,14,43,NO APRENDIO,1
58030,4,1,6,33,NO APRENDIO,1
58031,2,2,10,49,NO APRENDIO,1
58032,6,2,27,28,NO APRENDIO,1
58033,4,3,5,3,APRENDIO,1
58034,4,1,19,50,NO APRENDIO,1
58035,2,3,6,25,APRENDIO,1
58036,2,2,30,10,NO APRENDIO,1
58037,1,1,3,50,NO APRENDIO,1
58038,4,2,20,30,NO APRENDIO,1
58039,3,1,7,3,APRENDIO,1
58040,3,3,6,27,APRENDIO,1
58041,3,3,20,10,APRENDIO,1
58042,4,3,3,4,APRENDIO,1
58043,2,2,29,27,NO APRENDIO,1
58044,2,3,15,29,APRENDIO,1
58045,6,2,22,8,APRENDIO,1
58046,4,1,12,17,NO APRENDIO,1
58047,1,3,21,46,NO APRENDIO,1
58048,6,3,30,28,NO APRENDIO,1
58049,2,1,21,32,NO APRENDIO,1
58050,2,3,1,10,APRENDIO,1
58051,2,2,13,15,APRENDIO,1
58052,5,3,15,14,APRENDIO,1
58053,1,3,5,7,APRENDIO,1
58054,4,3,26,21,NO APRENDIO,1
58055,6,3,3,26,APRENDIO,1
