grade,game,level,moves,time,result_test,result_game,time_per_move,move_efficiency
Fifth Grade,Hanoi,1,4,8,Passed,Passed,2.0,1.0
First Grade,Hanoi,2,7,43,Failed,Failed,6.142857142857143,1.4
Fourth Grade,Hanoi,1,5,50,Failed,Failed,10.0,1.25
Second Grade,Hanoi,1,3,36,Failed,Failed,12.0,0.75
First Grade,Hanoi,2,25,38,Failed,Failed,1.52,5.0
Sixth Grade,Hanoi,2,25,37,Failed,Failed,1.48,5.0
First Grade,Hanoi,1,19,26,Failed,Failed,1.368421052631579,4.75
Sixth Grade,Hanoi,3,16,45,Failed,Failed,2.8125,1.7777777777777777
Sixth Grade,Hanoi,2,26,49,Failed,Failed,1.8846153846153846,5.2
Fourth Grade,Hanoi,2,15,48,Failed,Failed,3.2,3.0
First Grade,Hanoi,1,10,36,Failed,Failed,3.6,2.5
Second Grade,Hanoi,2,9,36,Failed,Failed,4.0,1.8
Third Grade,Hanoi,1,22,40,Failed,Failed,1.8181818181818181,5.5
Fourth Grade,Hanoi,1,6,6,Failed,Failed,1.0,1.5
Second Grade,Hanoi,3,21,33,Failed,Failed,1.5714285714285714,2.3333333333333335
Fifth Grade,Hanoi,2,16,41,Failed,Failed,2.5625,3.2
Fourth Grade,Hanoi,2,28,44,Failed,Failed,1.5714285714285714,5.6
First Grade,Hanoi,3,16,35,Failed,Failed,2.1875,1.7777777777777777
Third Grade,Hanoi,1,19,38,Failed,Failed,2.0,4.75
Fifth Grade,Hanoi,1,21,25,Failed,Failed,1.1904761904761905,5.25
Fourth Grade,Hanoi,3,25,28,Failed,Failed,1.12,2.7777777777777777
Second Grade,Hanoi,3,15,48,Failed,Failed,3.2,1.6666666666666667
Sixth Grade,Hanoi,1,6,45,Failed,Failed,7.5,1.5
Second Grade,Hanoi,2,25,42,Failed,Failed,1.68,5.0
Third Grade,Hanoi,1,14,33,Failed,Failed,2.357142857142857,3.5
Third Grade,Hanoi,1,7,49,Failed,Failed,7.0,1.75
Sixth Grade,Hanoi,1,5,43,Failed,Failed,8.6,1.25
Third Grade,Hanoi,1,7,15,Failed,Failed,2.142857142857143,1.75
Third Grade,Hanoi,1,21,36,Failed,Failed,1.7142857142857142,5.25
First Grade,Hanoi,2,15,24,Failed,Failed,1.6,3.0
Third Grade,Hanoi,2,9,15,Failed,Failed,1.6666666666666667,1.8
Third Grade,Hanoi,1,14,29,Failed,Failed,2.0714285714285716,3.5
Sixth Grade,Hanoi,2,20,20,Failed,Failed,1.0,4.0
Sixth Grade,Hanoi,2,28,36,Failed,Failed,1.2857142857142858,5.6
Fifth Grade,Hanoi,2,20,38,Failed,Failed,1.9,4.0
Fourth Grade,Hanoi,3,17,23,Failed,Failed,1.3529411764705883,1.8888888888888888
First Grade,Hanoi,1,19,29,Failed,Failed,1.5263157894736843,4.75
Sixth Grade,Hanoi,2,17,33,Failed,Failed,1.9411764705882353,3.4
Sixth Grade,Hanoi,1,14,42,Failed,Failed,3.0,3.5
Third Grade,Hanoi,2,23,30,Failed,Failed,1.3043478260869565,4.6
Third Grade,Hanoi,3,15,39,Failed,Failed,2.6,1.6666666666666667
Fourth Grade,Hanoi,1,12,30,Failed,Failed,2.5,3.0
Third Grade,Hanoi,1,13,26,Failed,Failed,2.0,3.25
Sixth Grade,Hanoi,2,10,17,Failed,Failed,1.7,2.0
First Grade,Hanoi,2,27,32,Failed,Failed,1.1851851851851851,5.4
Third Grade,Hanoi,2,9,40,Failed,Failed,4.444444444444445,1.8
First Grade,Hanoi,1,11,12,Failed,Failed,1.0909090909090908,2.75
Fifth Grade,Hanoi,2,10,11,Failed,Failed,1.1,2.0
First Grade,Hanoi,2,13,33,Failed,Failed,2.5384615384615383,2.6
First Grade,Hanoi,3,16,24,Failed,Failed,1.5,1.7777777777777777
First Grade,Hanoi,1,14,27,Failed,Failed,1.9285714285714286,3.5
Fifth Grade,Hanoi,1,22,49,Failed,Failed,2.227272727272727,5.5
Second Grade,Hanoi,3,21,48,Failed,Failed,2.2857142857142856,2.3333333333333335
Fourth Grade,Hanoi,2,16,33,Failed,Failed,2.0625,3.2
First Grade,Hanoi,1,14,36,Failed,Failed,2.5714285714285716,3.5
Sixth Grade,Hanoi,3,28,30,Failed,Failed,1.0714285714285714,3.111111111111111
Fourth Grade,Hanoi,2,22,45,Failed,Failed,2.0454545454545454,4.4
Second Grade,Hanoi,2,20,25,Failed,Failed,1.25,4.0
Third Grade,Hanoi,1,28,48,Failed,Failed,1.7142857142857142,7.0
Fourth Grade,Hanoi,1,7,45,Failed,Failed,6.428571428571429,1.75
Fourth Grade,Hanoi,1,10,48,Failed,Failed,4.8,2.5
Second Grade,Hanoi,2,9,16,Failed,Failed,1.7777777777777777,1.8
Fourth Grade,Hanoi,1,14,38,Failed,Failed,2.7142857142857144,3.5
Sixth Grade,Hanoi,1,9,29,Failed,Failed,3.2222222222222223,2.25
Fourth Grade,Hanoi,1,7,32,Failed,Failed,4.571428571428571,1.75
Fifth Grade,Hanoi,1,28,49,Failed,Failed,1.75,7.0
Second Grade,Hanoi,1,23,24,Failed,Failed,1.0434782608695652,5.75
Sixth Grade,Hanoi,1,26,27,Failed,Failed,1.0384615384615385,6.5
First Grade,Hanoi,3,15,40,Failed,Failed,2.6666666666666665,1.6666666666666667
Fourth Grade,Hanoi,2,24,36,Failed,Failed,1.5,4.8
First Grade,Hanoi,2,21,43,Failed,Failed,2.0476190476190474,4.2
First Grade,Hanoi,1,6,29,Failed,Failed,4.833333333333333,1.5
Sixth Grade,Hanoi,3,22,31,Failed,Failed,1.4090909090909092,2.4444444444444446
Fourth Grade,Hanoi,3,28,42,Failed,Failed,1.5,3.111111111111111
Third Grade,Hanoi,1,8,43,Failed,Failed,5.375,2.0
Sixth Grade,Hanoi,2,21,22,Failed,Failed,1.0476190476190477,4.2
Fourth Grade,Hanoi,2,9,48,Failed,Failed,5.333333333333333,1.8
Fifth Grade,Hanoi,3,26,45,Failed,Failed,1.7307692307692308,2.888888888888889
First Grade,Hanoi,3,15,36,Failed,Failed,2.4,1.6666666666666667
Third Grade,Hanoi,1,12,50,Failed,Failed,4.166666666666667,3.0
Third Grade,Hanoi,1,4,42,Failed,Failed,10.5,1.0
Second Grade,Hanoi,1,29,39,Failed,Failed,1.3448275862068966,7.25
Sixth Grade,Hanoi,2,28,39,Failed,Failed,1.3928571428571428,5.6
First Grade,Hanoi,1,28,49,Failed,Failed,1.75,7.0
Fourth Grade,Hanoi,1,13,14,Failed,Failed,1.0769230769230769,3.25
Sixth Grade,Hanoi,2,9,26,Failed,Failed,2.888888888888889,1.8
Second Grade,Hanoi,3,19,36,Failed,Failed,1.894736842105263,2.111111111111111
Fourth Grade,Hanoi,3,28,41,Failed,Failed,1.4642857142857142,3.111111111111111
Second Grade,Hanoi,3,20,33,Failed,Failed,1.65,2.2222222222222223
Second Grade,Hanoi,1,5,23,Failed,Failed,4.6,1.25
Sixth Grade,Hanoi,2,21,50,Failed,Failed,2.380952380952381,4.2
Third Grade,Hanoi,1,4,15,Passed,Failed,3.75,1.0
Fourth Grade,Hanoi,1,10,19,Failed,Failed,1.9,2.5
Sixth Grade,Hanoi,1,26,40,Failed,Failed,1.5384615384615385,6.5
Fourth Grade,Hanoi,1,13,32,Failed,Failed,2.4615384615384617,3.25
Fifth Grade,Hanoi,3,22,24,Failed,Failed,1.0909090909090908,2.4444444444444446
First Grade,Hanoi,1,5,5,Failed,Failed,1.0,1.25
Fourth Grade,Hanoi,2,26,50,Failed,Failed,1.9230769230769231,5.2
Third Grade,Hanoi,2,9,31,Failed,Failed,3.4444444444444446,1.8
Sixth Grade,Hanoi,1,25,32,Failed,Failed,1.28,6.25
Fourth Grade,Hanoi,1,25,45,Failed,Failed,1.8,6.25
Second Grade,Hanoi,3,23,28,Failed,Failed,1.2173913043478262,2.5555555555555554
First Grade,Hanoi,2,11,31,Failed,Failed,2.8181818181818183,2.2
First Grade,Hanoi,2,29,41,Failed,Failed,1.4137931034482758,5.8
First Grade,Hanoi,1,10,21,Failed,Failed,2.1,2.5
First Grade,Hanoi,2,11,31,Failed,Failed,2.8181818181818183,2.2
First Grade,Hanoi,2,19,37,Failed,Failed,1.9473684210526316,3.8
First Grade,Hanoi,2,24,47,Failed,Failed,1.9583333333333333,4.8
Sixth Grade,Hanoi,2,14,43,Failed,Failed,3.0714285714285716,2.8
Fifth Grade,Hanoi,3,21,24,Failed,Failed,1.1428571428571428,2.3333333333333335
Fifth Grade,Hanoi,1,18,27,Failed,Failed,1.5,4.5
Second Grade,Hanoi,3,16,24,Failed,Failed,1.5,1.7777777777777777
Sixth Grade,Hanoi,1,13,29,Failed,Failed,2.230769230769231,3.25
Fifth Grade,Hanoi,2,9,22,Failed,Failed,2.4444444444444446,1.8
Sixth Grade,Hanoi,3,28,32,Failed,Failed,1.1428571428571428,3.111111111111111
Fourth Grade,Hanoi,2,13,43,Failed,Failed,3.3076923076923075,2.6
Sixth Grade,Hanoi,2,18,44,Failed,Failed,2.4444444444444446,3.6
First Grade,Hanoi,2,27,30,Failed,Failed,1.1111111111111112,5.4
First Grade,Hanoi,1,17,47,Failed,Failed,2.764705882352941,4.25
Sixth Grade,Hanoi,1,30,38,Failed,Failed,1.2666666666666666,7.5
Sixth Grade,Hanoi,2,13,16,Failed,Failed,1.2307692307692308,2.6
Fourth Grade,Hanoi,3,18,39,Failed,Failed,2.1666666666666665,2.0
Sixth Grade,Hanoi,1,11,39,Failed,Failed,3.5454545454545454,2.75
Fourth Grade,Hanoi,1,13,25,Failed,Failed,1.9230769230769231,3.25
Sixth Grade,Hanoi,2,10,13,Failed,Failed,1.3,2.0
Fifth Grade,Hanoi,2,23,34,Failed,Failed,1.4782608695652173,4.6
Fourth Grade,Hanoi,1,16,19,Failed,Failed,1.1875,4.0
First Grade,Hanoi,2,14,16,Failed,Failed,1.1428571428571428,2.8
Fifth Grade,Hanoi,2,17,26,Failed,Failed,1.5294117647058822,3.4
Fourth Grade,Hanoi,1,6,17,Failed,Failed,2.8333333333333335,1.5
Sixth Grade,Hanoi,2,10,19,Failed,Failed,1.9,2.0
Third Grade,Hanoi,2,12,32,Failed,Failed,2.6666666666666665,2.4
Third Grade,Hanoi,3,22,35,Failed,Failed,1.5909090909090908,2.4444444444444446
Fourth Grade,Hanoi,1,14,48,Failed,Failed,3.4285714285714284,3.5
Fourth Grade,Hanoi,1,7,21,Failed,Failed,3.0,1.75
Third Grade,Hanoi,1,29,41,Failed,Failed,1.4137931034482758,7.25
Third Grade,Hanoi,2,8,25,Failed,Failed,3.125,1.6
Fifth Grade,Hanoi,2,9,50,Failed,Failed,5.555555555555555,1.8
Fifth Grade,Hanoi,1,19,45,Failed,Failed,2.3684210526315788,4.75
Third Grade,Hanoi,1,7,28,Failed,Failed,4.0,1.75
Fourth Grade,Hanoi,1,22,25,Failed,Failed,1.1363636363636365,5.5
Fifth Grade,Hanoi,1,9,30,Failed,Failed,3.3333333333333335,2.25
Sixth Grade,Hanoi,2,25,36,Failed,Failed,1.44,5.0
Second Grade,Hanoi,1,10,49,Failed,Failed,4.9,2.5
Fifth Grade,Hanoi,2,18,32,Failed,Failed,1.7777777777777777,3.6
First Grade,Hanoi,3,15,48,Failed,Failed,3.2,1.6666666666666667
Fourth Grade,Hanoi,1,19,27,Failed,Failed,1.4210526315789473,4.75
Fifth Grade,Hanoi,1,4,8,Passed,Passed,2.0,1.0
Fourth Grade,Hanoi,2,13,27,Failed,Failed,2.076923076923077,2.6
Second Grade,Hanoi,1,14,29,Failed,Failed,2.0714285714285716,3.5
Third Grade,Hanoi,1,30,50,Failed,Failed,1.6666666666666667,7.5
Fifth Grade,Hanoi,1,25,32,Failed,Failed,1.28,6.25
Fourth Grade,Hanoi,1,21,24,Failed,Failed,1.1428571428571428,5.25
Sixth Grade,Hanoi,1,3,44,Failed,Failed,14.666666666666666,0.75
Fifth Grade,Hanoi,1,25,27,Failed,Failed,1.08,6.25
First Grade,Hanoi,1,18,29,Failed,Failed,1.6111111111111112,4.5
First Grade,Hanoi,3,18,28,Failed,Failed,1.5555555555555556,2.0
Third Grade,Hanoi,3,18,38,Failed,Failed,2.111111111111111,2.0
Fourth Grade,Hanoi,1,30,33,Failed,Failed,1.1,7.5
Second Grade,Hanoi,2,29,46,Failed,Failed,1.5862068965517242,5.8
Fourth Grade,Hanoi,2,12,16,Failed,Failed,1.3333333333333333,2.4
First Grade,Hanoi,3,19,19,Failed,Failed,1.0,2.111111111111111
Second Grade,Hanoi,1,5,49,Failed,Failed,9.8,1.25
First Grade,Hanoi,2,26,42,Failed,Failed,1.6153846153846154,5.2
Fourth Grade,Hanoi,2,18,46,Failed,Failed,2.5555555555555554,3.6
Sixth Grade,Hanoi,1,18,43,Failed,Failed,2.388888888888889,4.5
Fifth Grade,Hanoi,2,12,27,Failed,Failed,2.25,2.4
Sixth Grade,Hanoi,2,8,10,Failed,Failed,1.25,1.6
First Grade,Hanoi,3,30,48,Failed,Failed,1.6,3.3333333333333335
Fifth Grade,Hanoi,2,7,14,Failed,Failed,2.0,1.4
Second Grade,Hanoi,1,3,36,Failed,Failed,12.0,0.75
Second Grade,Hanoi,2,26,41,Failed,Failed,1.5769230769230769,5.2
Sixth Grade,Hanoi,1,23,44,Failed,Failed,1.9130434782608696,5.75
Sixth Grade,Hanoi,1,16,42,Failed,Failed,2.625,4.0
First Grade,Hanoi,1,10,22,Failed,Failed,2.2,2.5
Third Grade,Hanoi,1,15,30,Failed,Failed,2.0,3.75
First Grade,Hanoi,3,21,46,Failed,Failed,2.1904761904761907,2.3333333333333335
Sixth Grade,Hanoi,2,7,18,Failed,Failed,2.5714285714285716,1.4
Fifth Grade,Hanoi,3,15,19,Failed,Failed,1.2666666666666666,1.6666666666666667
Fourth Grade,Hanoi,1,23,44,Failed,Failed,1.9130434782608696,5.75
Sixth Grade,Hanoi,2,21,33,Failed,Failed,1.5714285714285714,4.2
Second Grade,Hanoi,1,19,23,Failed,Failed,1.2105263157894737,4.75
Sixth Grade,Hanoi,1,15,45,Failed,Failed,3.0,3.75
Sixth Grade,Hanoi,2,19,33,Failed,Failed,1.736842105263158,3.8
Sixth Grade,Hanoi,2,16,16,Failed,Failed,1.0,3.2
Third Grade,Hanoi,1,23,34,Failed,Failed,1.4782608695652173,5.75
Third Grade,Hanoi,3,25,28,Failed,Failed,1.12,2.7777777777777777
Second Grade,Hanoi,1,26,28,Failed,Failed,1.0769230769230769,6.5
Second Grade,Hanoi,2,19,39,Failed,Failed,2.0526315789473686,3.8
Second Grade,Hanoi,2,19,25,Failed,Failed,1.3157894736842106,3.8
Fourth Grade,Hanoi,2,9,45,Failed,Failed,5.0,1.8
Sixth Grade,Hanoi,1,20,46,Failed,Failed,2.3,5.0
First Grade,Hanoi,1,12,45,Failed,Failed,3.75,3.0
Fifth Grade,Hanoi,2,22,38,Failed,Failed,1.7272727272727273,4.4
Sixth Grade,Hanoi,1,3,35,Failed,Failed,11.666666666666666,0.75
Fifth Grade,Hanoi,1,14,17,Failed,Failed,1.2142857142857142,3.5
Fifth Grade,Hanoi,1,11,23,Failed,Failed,2.090909090909091,2.75
Sixth Grade,Hanoi,1,9,38,Failed,Failed,4.222222222222222,2.25
First Grade,Hanoi,1,8,29,Failed,Failed,3.625,2.0
Fourth Grade,Hanoi,2,11,50,Failed,Failed,4.545454545454546,2.2
Sixth Grade,Hanoi,1,6,23,Failed,Failed,3.8333333333333335,1.5
First Grade,Hanoi,1,9,43,Failed,Failed,4.777777777777778,2.25
First Grade,Hanoi,1,5,11,Failed,Failed,2.2,1.25
First Grade,Hanoi,1,29,39,Failed,Failed,1.3448275862068966,7.25
Third Grade,Hanoi,2,21,26,Failed,Failed,1.2380952380952381,4.2
Fifth Grade,Hanoi,3,19,34,Failed,Failed,1.7894736842105263,2.111111111111111
Second Grade,Hanoi,2,22,28,Failed,Failed,1.2727272727272727,4.4
First Grade,Hanoi,3,16,46,Failed,Failed,2.875,1.7777777777777777
Sixth Grade,Hanoi,2,13,39,Failed,Failed,3.0,2.6
Sixth Grade,Hanoi,1,14,35,Failed,Failed,2.5,3.5
Fifth Grade,Hanoi,2,18,28,Failed,Failed,1.5555555555555556,3.6
Third Grade,Hanoi,1,4,16,Failed,Failed,4.0,1.0
Sixth Grade,Hanoi,1,14,42,Failed,Failed,3.0,3.5
Second Grade,Hanoi,3,24,44,Failed,Failed,1.8333333333333333,2.6666666666666665
Fifth Grade,Hanoi,2,11,45,Failed,Failed,4.090909090909091,2.2
Third Grade,Hanoi,2,16,32,Failed,Failed,2.0,3.2
Third Grade,Hanoi,1,12,42,Failed,Failed,3.5,3.0
Fifth Grade,Hanoi,1,17,38,Failed,Failed,2.235294117647059,4.25
Second Grade,Hanoi,1,4,27,Failed,Failed,6.75,1.0
Sixth Grade,Hanoi,1,7,23,Failed,Failed,3.2857142857142856,1.75
Fifth Grade,Hanoi,1,11,29,Failed,Failed,2.6363636363636362,2.75
First Grade,Hanoi,3,17,38,Failed,Failed,2.235294117647059,1.8888888888888888
Fourth Grade,Hanoi,1,24,40,Failed,Failed,1.6666666666666667,6.0
Third Grade,Hanoi,3,29,31,Failed,Failed,1.0689655172413792,3.2222222222222223
Second Grade,Hanoi,2,12,28,Failed,Failed,2.3333333333333335,2.4
Fourth Grade,Hanoi,3,30,42,Failed,Failed,1.4,3.3333333333333335
Second Grade,Hanoi,1,13,41,Failed,Failed,3.1538461538461537,3.25
Fourth Grade,Hanoi,3,22,25,Failed,Failed,1.1363636363636365,2.4444444444444446
Fourth Grade,Hanoi,1,27,43,Failed,Failed,1.5925925925925926,6.75
First Grade,Hanoi,3,26,48,Failed,Failed,1.8461538461538463,2.888888888888889
Fourth Grade,Hanoi,2,26,31,Failed,Failed,1.1923076923076923,5.2
First Grade,Hanoi,3,15,29,Failed,Failed,1.9333333333333333,1.6666666666666667
First Grade,Hanoi,2,17,45,Failed,Failed,2.6470588235294117,3.4
Fourth Grade,Hanoi,2,12,20,Failed,Failed,1.6666666666666667,2.4
Second Grade,Hanoi,3,16,47,Failed,Failed,2.9375,1.7777777777777777
Fifth Grade,Hanoi,1,3,49,Failed,Failed,16.333333333333332,0.75
First Grade,Hanoi,2,19,29,Failed,Failed,1.5263157894736843,3.8
Third Grade,Hanoi,2,11,44,Failed,Failed,4.0,2.2
Second Grade,Hanoi,1,12,43,Failed,Failed,3.5833333333333335,3.0
Fourth Grade,Hanoi,3,17,26,Failed,Failed,1.5294117647058822,1.8888888888888888
Fifth Grade,Hanoi,1,21,42,Failed,Failed,2.0,5.25
Sixth Grade,Hanoi,1,28,46,Failed,Failed,1.6428571428571428,7.0
Second Grade,Hanoi,2,16,31,Failed,Failed,1.9375,3.2
Second Grade,Hanoi,2,11,36,Failed,Failed,3.272727272727273,2.2
First Grade,Hanoi,2,13,26,Failed,Failed,2.0,2.6
Fifth Grade,Hanoi,2,21,42,Failed,Failed,2.0,4.2
First Grade,Hanoi,1,13,16,Failed,Failed,1.2307692307692308,3.25
Fifth Grade,Hanoi,1,7,10,Failed,Failed,1.4285714285714286,1.75
Third Grade,Hanoi,3,23,43,Failed,Failed,1.8695652173913044,2.5555555555555554
Third Grade,Hanoi,3,22,42,Failed,Failed,1.9090909090909092,2.4444444444444446
Fourth Grade,Hanoi,1,21,29,Failed,Failed,1.380952380952381,5.25
Sixth Grade,Hanoi,1,12,16,Failed,Failed,1.3333333333333333,3.0
Second Grade,Hanoi,1,7,18,Failed,Failed,2.5714285714285716,1.75
Second Grade,Hanoi,3,22,40,Failed,Failed,1.8181818181818181,2.4444444444444446
First Grade,Hanoi,1,27,49,Failed,Failed,1.8148148148148149,6.75
Sixth Grade,Hanoi,1,17,29,Failed,Failed,1.7058823529411764,4.25
Second Grade,Hanoi,3,28,44,Failed,Failed,1.5714285714285714,3.111111111111111
Sixth Grade,Hanoi,1,19,45,Failed,Failed,2.3684210526315788,4.75
Sixth Grade,Hanoi,2,10,32,Failed,Failed,3.2,2.0
Sixth Grade,Hanoi,1,13,21,Failed,Failed,1.6153846153846154,3.25
Fifth Grade,Hanoi,1,17,45,Failed,Failed,2.6470588235294117,4.25
Fourth Grade,Hanoi,2,30,37,Failed,Failed,1.2333333333333334,6.0
First Grade,Hanoi,3,24,24,Failed,Failed,1.0,2.6666666666666665
Third Grade,Hanoi,1,25,29,Failed,Failed,1.16,6.25
Third Grade,Hanoi,1,15,16,Failed,Failed,1.0666666666666667,3.75
First Grade,Hanoi,1,6,25,Failed,Failed,4.166666666666667,1.5
Third Grade,Hanoi,2,7,36,Failed,Failed,5.142857142857143,1.4
First Grade,Hanoi,1,13,38,Failed,Failed,2.923076923076923,3.25
Second Grade,Hanoi,1,13,48,Failed,Failed,3.6923076923076925,3.25
Sixth Grade,Hanoi,3,17,21,Failed,Failed,1.2352941176470589,1.8888888888888888
Sixth Grade,Hanoi,2,28,31,Failed,Failed,1.1071428571428572,5.6
Sixth Grade,Hanoi,1,22,28,Failed,Failed,1.2727272727272727,5.5
Second Grade,Hanoi,1,4,47,Failed,Failed,11.75,1.0
Fourth Grade,Hanoi,2,24,43,Failed,Failed,1.7916666666666667,4.8
Fourth Grade,Hanoi,3,22,43,Failed,Failed,1.9545454545454546,2.4444444444444446
Second Grade,Hanoi,2,11,31,Failed,Failed,2.8181818181818183,2.2
First Grade,Hanoi,1,7,48,Failed,Failed,6.857142857142857,1.75
Fifth Grade,Hanoi,1,16,28,Failed,Failed,1.75,4.0
Fourth Grade,Hanoi,1,17,21,Failed,Failed,1.2352941176470589,4.25
Second Grade,Hanoi,2,20,45,Failed,Failed,2.25,4.0
Fourth Grade,Hanoi,2,23,32,Failed,Failed,1.391304347826087,4.6
Fifth Grade,Hanoi,1,5,34,Failed,Failed,6.8,1.25
Sixth Grade,Hanoi,1,18,49,Failed,Failed,2.7222222222222223,4.5
First Grade,Hanoi,1,24,36,Failed,Failed,1.5,6.0
Fourth Grade,Hanoi,2,8,30,Failed,Failed,3.75,1.6
Second Grade,Hanoi,1,16,32,Failed,Failed,2.0,4.0
Second Grade,Hanoi,3,19,50,Failed,Failed,2.6315789473684212,2.111111111111111
Sixth Grade,Hanoi,1,29,33,Failed,Failed,1.1379310344827587,7.25
Second Grade,Hanoi,2,24,31,Failed,Failed,1.2916666666666667,4.8
First Grade,Hanoi,1,13,45,Failed,Failed,3.4615384615384617,3.25
Third Grade,Hanoi,3,16,39,Failed,Failed,2.4375,1.7777777777777777
First Grade,Hanoi,1,6,13,Failed,Failed,2.1666666666666665,1.5
Sixth Grade,Hanoi,2,9,26,Failed,Failed,2.888888888888889,1.8
Fourth Grade,Hanoi,3,16,42,Failed,Failed,2.625,1.7777777777777777
Third Grade,Hanoi,3,21,26,Failed,Failed,1.2380952380952381,2.3333333333333335
Second Grade,Hanoi,1,30,47,Failed,Failed,1.5666666666666667,7.5
Fourth Grade,Hanoi,2,9,37,Failed,Failed,4.111111111111111,1.8
Sixth Grade,Hanoi,1,23,37,Failed,Failed,1.608695652173913,5.75
Fifth Grade,Hanoi,1,12,47,Failed,Failed,3.9166666666666665,3.0
Second Grade,Hanoi,2,27,35,Failed,Failed,1.2962962962962963,5.4
Third Grade,Hanoi,1,15,22,Failed,Failed,1.4666666666666666,3.75
Second Grade,Hanoi,1,24,40,Failed,Failed,1.6666666666666667,6.0
Third Grade,Hanoi,2,9,10,Failed,Failed,1.1111111111111112,1.8
Sixth Grade,Hanoi,3,25,38,Failed,Failed,1.52,2.7777777777777777
Fourth Grade,Hanoi,3,27,29,Failed,Failed,1.0740740740740742,3.0
Third Grade,Hanoi,3,19,45,Failed,Failed,2.3684210526315788,2.111111111111111
Third Grade,Hanoi,1,15,32,Failed,Failed,2.1333333333333333,3.75
Fourth Grade,Hanoi,1,26,33,Failed,Failed,1.2692307692307692,6.5
First Grade,Hanoi,3,15,36,Failed,Failed,2.4,1.6666666666666667
Fifth Grade,Hanoi,2,19,43,Failed,Failed,2.263157894736842,3.8
Third Grade,Hanoi,1,9,39,Failed,Failed,4.333333333333333,2.25
Second Grade,Hanoi,1,5,31,Failed,Failed,6.2,1.25
Fifth Grade,Hanoi,1,5,29,Failed,Failed,5.8,1.25
Third Grade,Hanoi,1,3,5,Passed,Passed,1.6666666666666667,0.75
First Grade,Hanoi,3,28,45,Failed,Failed,1.6071428571428572,3.111111111111111
Fourth Grade,Hanoi,2,20,49,Failed,Failed,2.45,4.0
Second Grade,Hanoi,2,29,39,Failed,Failed,1.3448275862068966,5.8
Fourth Grade,Hanoi,3,19,41,Failed,Failed,2.1578947368421053,2.111111111111111
Fifth Grade,Hanoi,1,12,46,Failed,Failed,3.8333333333333335,3.0
Second Grade,Hanoi,1,21,33,Failed,Failed,1.5714285714285714,5.25
Sixth Grade,Hanoi,1,13,34,Failed,Failed,2.6153846153846154,3.25
Sixth Grade,Hanoi,2,20,40,Failed,Failed,2.0,4.0
Fifth Grade,Hanoi,3,24,49,Failed,Failed,2.0416666666666665,2.6666666666666665
Fifth Grade,Hanoi,1,13,22,Failed,Failed,1.6923076923076923,3.25
Second Grade,Hanoi,2,26,48,Failed,Failed,1.8461538461538463,5.2
First Grade,Hanoi,1,16,24,Failed,Failed,1.5,4.0
Fourth Grade,Hanoi,3,18,50,Failed,Failed,2.7777777777777777,2.0
Third Grade,Hanoi,1,13,19,Failed,Failed,1.4615384615384615,3.25
Fifth Grade,Hanoi,1,13,37,Failed,Failed,2.8461538461538463,3.25
Fourth Grade,Hanoi,1,6,26,Failed,Failed,4.333333333333333,1.5
Third Grade,Hanoi,2,7,27,Failed,Failed,3.857142857142857,1.4
First Grade,Hanoi,3,26,37,Failed,Failed,1.4230769230769231,2.888888888888889
Fifth Grade,Hanoi,1,15,39,Failed,Failed,2.6,3.75
First Grade,Hanoi,1,29,48,Failed,Failed,1.6551724137931034,7.25
Second Grade,Hanoi,1,4,15,Passed,Failed,3.75,1.0
Fifth Grade,Hanoi,2,11,33,Failed,Failed,3.0,2.2
Third Grade,Hanoi,2,12,17,Failed,Failed,1.4166666666666667,2.4
First Grade,Hanoi,1,26,38,Failed,Failed,1.4615384615384615,6.5
First Grade,Hanoi,1,9,17,Failed,Failed,1.8888888888888888,2.25
Third Grade,Hanoi,2,11,32,Failed,Failed,2.909090909090909,2.2
Fifth Grade,Hanoi,1,12,18,Failed,Failed,1.5,3.0
Second Grade,Hanoi,3,16,42,Failed,Failed,2.625,1.7777777777777777
Fifth Grade,Hanoi,3,25,36,Failed,Failed,1.44,2.7777777777777777
Fourth Grade,Hanoi,2,13,36,Failed,Failed,2.769230769230769,2.6
Fifth Grade,Hanoi,2,16,44,Failed,Failed,2.75,3.2
Third Grade,Hanoi,3,26,44,Failed,Failed,1.6923076923076923,2.888888888888889
Third Grade,Hanoi,3,30,39,Failed,Failed,1.3,3.3333333333333335
Third Grade,Hanoi,3,23,24,Failed,Failed,1.0434782608695652,2.5555555555555554
Second Grade,Hanoi,3,19,30,Failed,Failed,1.5789473684210527,2.111111111111111
Third Grade,Hanoi,1,8,10,Failed,Failed,1.25,2.0
Sixth Grade,Hanoi,2,17,28,Failed,Failed,1.6470588235294117,3.4
Fifth Grade,Hanoi,1,3,6,Passed,Passed,2.0,0.75
Fourth Grade,Hanoi,1,20,20,Failed,Failed,1.0,5.0
Third Grade,Hanoi,1,5,35,Failed,Failed,7.0,1.25
Fourth Grade,Hanoi,1,12,47,Failed,Failed,3.9166666666666665,3.0
Sixth Grade,Hanoi,3,28,44,Failed,Failed,1.5714285714285714,3.111111111111111
Second Grade,Hanoi,2,19,50,Failed,Failed,2.6315789473684212,3.8
Third Grade,Hanoi,3,30,41,Failed,Failed,1.3666666666666667,3.3333333333333335
Fifth Grade,Hanoi,2,11,35,Failed,Failed,3.1818181818181817,2.2
